iter num.topics likelihood alpha gamma
8017 2 -3074.02 0.0331318 0.0482503
8018 2 -3083.53 0.027444 0.0471134
8019 2 -3069.89 0.03647 0.381125
8020 2 -3091.24 0.0245478 0.404909
8021 2 -3054.38 0.0196904 0.322254
8022 2 -3048.06 0.0230919 0.193367
8023 2 -3037.49 0.02294 0.555239
8024 2 -3056.55 0.0227904 0.32162
8025 2 -3047.56 0.0379739 0.12137
8026 2 -3070.99 0.0275955 0.531459
8027 3 -3090.76 0.036775 1.02531
8028 2 -3077.98 0.0301533 0.543522
8029 2 -3097.76 0.0311824 0.265564
8030 2 -3094.53 0.0465662 0.158282
8031 2 -3124.22 0.0652074 0.488333
8032 2 -3095.51 0.0566188 0.521443
8033 2 -3141.5 0.0469446 0.309239
8034 2 -3126.38 0.078276 0.133239
8035 2 -3153.88 0.0454649 0.149266
8036 2 -3141.84 0.0560574 0.112933
8037 2 -3103.08 0.0695541 0.248915
8038 2 -3157.19 0.0811775 0.283821
8039 2 -3178.12 0.10752 0.0404978
8040 2 -3169.97 0.0923841 0.286941
8041 2 -3173.1 0.079038 0.0667876
8042 2 -3135.2 0.0588365 0.057615
8043 2 -3132.39 0.064961 0.347451
8044 2 -3164.46 0.0950392 0.591101
8045 2 -3163.15 0.0559934 0.333306
8046 2 -3108.72 0.0343762 0.0861315
8047 2 -3080.86 0.0394362 0.245246
8048 2 -3089.58 0.0301045 0.138268
8049 2 -3032.66 0.0277321 0.289605
8050 2 -3047.15 0.027041 0.116251
8051 2 -3030.73 0.018347 0.92569
8052 2 -3000.8 0.01955 0.494587
8053 2 -3019.5 0.0225437 0.379674
8054 2 -3039.55 0.0341172 0.643388
8055 2 -3024.9 0.0229044 0.487918
8056 2 -2977.38 0.000177402 0.395028
8057 2 -2978.23 0.000277201 0.597535
8058 2 -2985.3 0.00567019 0.0227592
8059 2 -3013.35 0.00586721 0.192458
8060 2 -3014.16 0.018264 0.160937
8061 2 -3010.45 0.00659892 0.402357
8062 2 -3003.25 0.00583072 0.285239
8063 2 -2992.67 0.00496611 0.364438
8064 2 -3001.99 0.00602906 0.318898
8065 2 -2999.94 0.00503225 0.0835898
8066 2 -3018.94 0.0189519 1.17408
8067 2 -3040.45 0.0271445 0.377823
8068 2 -3035.42 0.0348381 0.289601
8069 2 -3044.86 0.0307683 0.0539615
8070 2 -3052.56 0.0297043 0.332312
8071 2 -3035.39 0.0339387 0.11682
8072 2 -3082.26 0.0391328 0.399201
8073 2 -3066.15 0.0399323 0.880412
8074 2 -3048.66 0.0381362 0.105397
8075 2 -3075.98 0.0554144 0.150287
8076 2 -3100.15 0.0398693 0.294556
8077 2 -3102.62 0.0540842 0.147794
8078 2 -3106.6 0.0799587 0.378124
8079 2 -3121.82 0.0630478 0.0968905
8080 2 -3098.77 0.0583147 0.209159
8081 2 -3121.49 0.0471771 0.153012
8082 2 -3089.93 0.0420495 0.268006
8083 2 -3087.34 0.0373991 0.363602
8084 2 -3080.33 0.0374328 0.526598
8085 2 -3038.8 0.0179505 0.0573424
8086 2 -3053.54 0.0313136 0.432517
8087 2 -3060.59 0.0366081 0.501146
8088 2 -3077.89 0.0362866 0.179753
8089 2 -3115.91 0.0486759 0.101746
8090 2 -3118.73 0.0675775 0.247776
8091 2 -3091.51 0.0295699 0.464866
8092 2 -3042.81 0.0208113 0.584207
8093 2 -3048.02 0.0115267 0.138795
8094 2 -3045.56 0.0211969 0.46835
8095 2 -3034.55 0.00955153 0.380471
8096 2 -3040.47 0.0120003 0.6919
8097 2 -3020.13 0.0209322 0.212433
8098 2 -3041.19 0.0294535 0.353336
8099 2 -3018.92 0.0188098 0.15379
8100 2 -3039.21 0.0144919 0.411571
8101 2 -3020.51 0.012007 0.144509
8102 2 -3015.53 0.0188391 0.335083
8103 2 -3014.37 0.0267574 0.0594596
8104 2 -3026.05 0.0121025 0.379716
8105 2 -3014.9 0.0181555 0.154474
8106 2 -3037.21 0.0338406 0.443599
8107 2 -3057.03 0.0379267 0.584058
8108 2 -3069.1 0.0580712 0.479143
8109 2 -3088.04 0.0516921 0.463352
8110 2 -3064.81 0.0382589 0.0738369
8111 2 -3039.25 0.0191994 0.314371
8112 2 -3048.67 0.0290482 0.875266
8113 2 -3054.83 0.013563 0.076974
8114 2 -3058.55 0.0236202 0.399748
8115 2 -3058.16 0.0274236 0.37274
8116 2 -3087.6 0.0453909 0.198272
8117 2 -3077.33 0.0539286 0.247735
8118 2 -3095.82 0.0374947 0.263236
8119 2 -3067.49 0.0365349 0.223152
8120 2 -3077.21 0.0496522 0.0652664
8121 2 -3121 0.0415818 0.116796
8122 2 -3071.97 0.0341246 1.4846
8123 2 -3094.8 0.0521282 0.427943
8124 2 -3150.1 0.0732179 0.315923
8125 2 -3141.49 0.0760928 0.183774
8126 2 -3129.02 0.074149 0.545353
8127 2 -3104.12 0.0606307 0.20902
8128 2 -3135.1 0.0628221 0.133752
8129 2 -3142.29 0.0689352 0.133338
8130 2 -3144.01 0.0461586 0.48185
8131 2 -3113.95 0.0663612 0.141848
8132 2 -3142.48 0.0673951 0.227081
8133 2 -3127.08 0.0568176 0.100292
8134 2 -3182.26 0.0938739 0.460336
8135 2 -3185.58 0.0836646 0.10449
8136 2 -3179.36 0.0803794 0.61922
8137 2 -3167.25 0.0828672 0.208798
8138 2 -3133.22 0.0699637 0.401798
8139 2 -3131.12 0.0623267 0.240957
8140 2 -3115.89 0.0628169 0.476086
8141 2 -3109.93 0.0569135 0.215445
8142 2 -3138.4 0.0527209 0.262851
8143 2 -3129.52 0.0477385 0.100749
8144 2 -3150.07 0.0716865 0.209268
8145 2 -3137.03 0.0680761 0.165422
8146 2 -3139.55 0.0526274 0.426972
8147 2 -3151.86 0.0606905 0.452332
8148 2 -3146.8 0.0572458 0.120093
8149 2 -3140.04 0.0599049 0.266539
8150 2 -3128.2 0.0702841 0.232786
8151 2 -3154.24 0.0841318 0.127022
8152 2 -3146.75 0.0747108 0.236173
8153 2 -3178.78 0.0648688 0.324161
8154 2 -3163.65 0.0649468 0.434547
8155 2 -3176.67 0.0940743 0.723999
8156 2 -3140.25 0.085827 0.534974
8157 2 -3135.17 0.055036 0.472959
8158 2 -3138.76 0.0802993 0.520713
8159 2 -3143.46 0.0680651 0.0947127
8160 2 -3094.19 0.0468667 0.148863
8161 2 -3104.07 0.0444715 0.607758
8162 2 -3104.01 0.0440676 0.35074
8163 3 -3102.54 0.0540203 0.170487
8164 3 -3106.4 0.048942 0.136675
8165 2 -3102.25 0.0527466 0.389488
8166 2 -3130.24 0.0458975 0.216689
8167 2 -3085.08 0.047809 0.180585
8168 2 -3092.82 0.0347602 0.404092
8169 2 -3075.59 0.0283879 0.0340774
8170 2 -3063.17 0.02871 0.309947
8171 2 -3074.57 0.0355817 0.29505
8172 2 -3060.35 0.0385818 0.293074
8173 2 -3066.1 0.022394 0.0702499
8174 2 -3020.87 0.0127212 0.0368385
8175 2 -3036.04 0.012361 0.167565
8176 2 -3049.9 0.0125964 0.415592
8177 2 -3038.07 0.0268819 0.158366
8178 2 -3080.53 0.0520424 0.112569
8179 2 -3121.61 0.0543505 0.21226
8180 2 -3127.69 0.0433365 0.71072
8181 2 -3138 0.0994119 0.725935
8182 2 -3101.63 0.0489993 1.93064
8183 3 -3096.59 0.0325294 0.854375
8184 3 -3077.86 0.036063 0.60013
8185 2 -3100.49 0.0356475 0.376005
8186 2 -3101.89 0.044833 0.0554542
8187 2 -3121.34 0.0443297 0.114465
8188 2 -3111.57 0.0619035 0.110273
8189 2 -3138.52 0.101935 0.0570991
8190 2 -3178.43 0.0862396 0.0745949
8191 2 -3172.76 0.101382 0.276534
8192 2 -3184.11 0.119449 0.308803
8193 2 -3204.21 0.0927878 0.0600431
8194 2 -3177.51 0.0699664 0.65434
8195 2 -3163.18 0.0632628 0.469574
8196 2 -3158.01 0.0956087 0.227098
8197 2 -3161.32 0.0806149 0.239931
8198 2 -3149.27 0.0825596 0.378363
8199 2 -3154.27 0.104353 0.416156
8200 2 -3170.36 0.0809958 0.511779
8201 2 -3134.13 0.0649107 0.25975
8202 2 -3124.58 0.0436605 0.0886134
8203 2 -3110.71 0.0898816 0.822215
8204 2 -3127.56 0.0550394 0.328531
8205 2 -3136.17 0.0615706 0.169695
8206 2 -3110.03 0.0428486 0.0557899
8207 2 -3093.7 0.044976 0.318556
8208 2 -3105.81 0.0559381 0.316936
8209 2 -3084.57 0.0543543 0.113234
8210 2 -3108.33 0.0421696 0.354832
8211 2 -3082.68 0.0298201 0.40057
8212 2 -3063.61 0.0361908 0.531401
8213 2 -3068.29 0.0277912 0.253409
8214 2 -3049.95 0.0258935 0.157593
8215 2 -3067.32 0.0311693 0.1169
8216 2 -3078.82 0.0345899 0.180077
8217 2 -3075.78 0.0279463 0.308386
8218 2 -3082.14 0.0302727 0.299379
8219 2 -3062.29 0.0317045 0.808051
8220 2 -3076.67 0.0209436 0.258968
8221 2 -3084.49 0.0360003 0.231371
8222 2 -3044.87 0.0343301 0.768597
8223 2 -3062.68 0.0437474 0.415313
8224 2 -3093.1 0.0665548 0.0417937
8225 2 -3101.12 0.0525782 0.396929
8226 2 -3097.18 0.0352715 0.246071
8227 2 -3084.75 0.0712017 0.266334
8228 2 -3066.84 0.0373482 0.109463
8229 2 -3070.4 0.0563848 0.14142
8230 2 -3097.68 0.0476356 0.0754629
8231 2 -3076.88 0.0310121 0.31421
8232 2 -3051.1 0.0235125 0.495137
8233 2 -3054.29 0.0409553 0.416037
8234 2 -3077.78 0.0537707 0.285756
8235 2 -3116.02 0.0337372 0.313066
8236 2 -3074.78 0.0378662 0.357084
8237 2 -3067.7 0.0156917 0.286559
8238 2 -3061.68 0.0292174 0.738197
8239 2 -3064.29 0.0314362 0.483446
8240 2 -3061.55 0.0296779 1.20904
8241 2 -3053.79 0.0177818 0.164438
8242 2 -3053.44 0.0341112 0.164025
8243 2 -3079.01 0.0331245 0.411222
8244 2 -3075.8 0.0498217 0.306252
8245 2 -3071.79 0.0396264 0.304111
8246 2 -3052.99 0.0454285 0.0243007
8247 2 -3022.25 0.0212879 0.670868
8248 2 -3030.1 0.0187641 0.36631
8249 2 -3013.36 0.00476822 0.255575
8250 2 -2984.73 0.00459148 0.779007
8251 2 -2987.5 0.00927926 0.389211
8252 2 -3011.81 0.00353547 0.427126
8253 2 -3011.73 0.00647623 0.249862
8254 2 -2996.12 0.00465529 0.346017
8255 2 -2996.19 0.00561336 0.265589
8256 2 -2993.11 0.00295363 0.42673
8257 2 -2994.58 0.00563437 0.915161
8258 2 -3002.31 0.00317409 0.26399
8259 2 -2982.81 0.00275522 0.571357
8260 2 -2990.82 0.00574133 0.204991
8261 2 -2994.51 0.00297755 0.248735
8262 2 -2983.23 0.00487547 0.420143
8263 2 -2992.29 0.011596 0.210292
8264 2 -2994.64 0.00772603 0.4286
8265 2 -2999.65 0.0202957 0.122215
8266 2 -3037.73 0.0254317 0.56701
8267 2 -3026.72 0.0156126 0.164144
8268 2 -3029.07 0.0143449 0.144488
8269 2 -3037.57 0.0134095 1.2031
8270 2 -3018.09 0.0114382 0.532733
8271 2 -3016.85 0.0170901 0.142698
8272 2 -3032.27 0.0353453 0.133256
8273 2 -3037.96 0.0242829 0.417567
8274 2 -3054.09 0.036279 0.552065
8275 2 -3055.57 0.0295737 0.136121
8276 2 -3067.73 0.0303675 0.0363593
8277 2 -3053.97 0.0237105 0.226298
8278 2 -3063.64 0.0375631 0.106295
8279 2 -3047.99 0.0253895 0.260121
8280 2 -3057.26 0.0347712 0.761315
8281 2 -3050.98 0.0270074 0.613312
8282 2 -3035.87 0.0207188 0.392246
8283 2 -3035.11 0.0245827 0.278101
8284 2 -3021.32 0.00248672 0.454725
8285 2 -3001.84 0.00425573 0.406356
8286 2 -2993.23 0.00181012 0.0340419
8287 2 -2998.48 0.00750185 0.0604336
8288 2 -3009.86 0.00808419 0.0459519
8289 2 -3021.42 0.0230267 0.112358
8290 2 -3036.81 0.017452 0.217094
8291 2 -3034.9 0.0168257 0.0804047
8292 2 -3055.33 0.0286989 0.336593
8293 2 -3074.46 0.0363345 0.00999915
8294 2 -3100.65 0.0355716 0.455577
8295 2 -3076.02 0.0378473 0.291514
8296 2 -3065.78 0.0329501 0.0710443
8297 2 -3034.2 0.0327259 0.0906817
8298 2 -3077.99 0.0282892 0.0704664
8299 2 -3092.2 0.0353159 0.365172
8300 2 -3089.56 0.0328895 0.192697
8301 2 -3106.68 0.0533075 0.68391
8302 2 -3130.26 0.0526849 0.759969
8303 2 -3106.11 0.0357141 0.451429
8304 2 -3092.57 0.0532711 0.186571
8305 2 -3068.15 0.0471796 0.166492
8306 2 -3098.67 0.0420621 0.886712
8307 2 -3061.55 0.0239748 0.537347
8308 2 -3039.2 0.0126123 0.773367
8309 2 -3037.13 0.0253874 0.730172
8310 2 -3062.59 0.0406769 0.422939
8311 2 -3043.56 0.0171418 0.360237
8312 2 -3047.18 0.0135664 0.38107
8313 2 -3022.79 0.0134105 1.00656
8314 2 -3029.52 0.0204836 0.594863
8315 2 -3046.97 0.0375434 0.486475
8316 2 -3076.33 0.0349241 0.253222
8317 2 -3087.08 0.0334033 0.0417097
8318 2 -3060.24 0.0234544 0.142143
8319 2 -3017.21 0.0159998 0.0680744
8320 2 -3016.41 0.0159262 0.37629
8321 2 -3020.54 0.018945 0.38931
8322 2 -3027.96 0.0345947 0.726857
8323 2 -3053.67 0.0202884 0.106201
8324 2 -3033.85 0.0122734 0.341861
8325 2 -3008.92 0.0273669 0.284648
8326 2 -3019.1 0.0279706 0.295465
8327 2 -3003.87 0.0123451 0.125533
8328 2 -3002.46 0.011455 0.26429
8329 2 -3005.15 0.00953111 0.112999
8330 2 -2994.14 0.00304182 0.153002
8331 2 -3004.86 0.00636186 0.747007
8332 2 -2999.86 0.00507891 0.0893155
8333 2 -2979.3 0.00502122 0.878664
8334 2 -2987.42 0.00568999 0.778507
8335 2 -2984.95 0.00365874 0.423424
8336 2 -2981.35 0.00454615 0.140524
8337 2 -2986.32 0.00435704 0.142952
8338 2 -2987.11 0.0065246 0.379339
8339 2 -2990.13 0.0025322 0.0667527
8340 2 -2985.27 0.00320611 0.41948
8341 2 -2981.15 0.00295734 0.260771
8342 2 -2976.06 0.00289772 0.349963
8343 2 -2992.04 0.00107169 0.3253
8344 2 -2974.56 0.000643555 0.13495
8345 2 -2975.66 0.000961103 0.496841
8346 2 -2990.31 0.00636794 0.354786
8347 2 -3004.36 0.00820693 0.799288
8348 2 -2987.2 0.00566003 0.421187
8349 2 -2992.54 0.0036207 0.177126
8350 2 -2987.89 0.0045839 0.315359
8351 2 -2983.33 0.0014382 0.141308
8352 2 -2975.4 0.00222018 0.103018
8353 2 -2986.36 0.00274215 0.146368
8354 2 -2982.72 0.000276672 0.0376142
8355 2 -2976.38 0.00438488 0.169284
8356 2 -2975.47 0.000355131 0.524283
8357 2 -2975.46 0.00053892 0.49841
8358 2 -2975.4 0.00195624 0.282754
8359 2 -2986.92 0.00679463 0.308331
8360 2 -3003.95 0.00535101 0.378065
8361 2 -2993.4 0.00519054 0.153849
8362 2 -2986.85 0.00773911 0.244033
8363 2 -2987.16 0.0089988 0.16146
8364 2 -2981.15 0.00322816 0.185988
8365 2 -2977.1 0.00493338 0.363896
8366 2 -2983.32 0.00962935 0.0838501
8367 2 -2985.06 0.00225535 0.457905
8368 2 -2986.63 0.00227997 0.245576
8369 2 -2986.19 0.00495944 0.217676
8370 2 -2982.1 0.00387241 0.482623
8371 2 -2988.12 0.0124504 0.117981
8372 2 -2980.97 0.00223577 0.209824
8373 2 -2975.27 0.00194558 0.232463
8374 2 -2984.58 0.00461117 0.273434
8375 2 -2982 0.0034778 0.486236
8376 2 -2977.71 0.00699931 0.217228
8377 2 -2986.7 0.00298452 0.286956
8378 2 -2985.22 0.00532987 1.08271
8379 2 -2981.94 0.00260012 0.482222
8380 2 -2974.98 0.000707713 0.345267
8381 2 -2975.24 0.000116656 0.49555
8382 2 -2975.39 0.000886613 0.0344959
8383 2 -2983.8 0.0111577 0.0878458
8384 2 -3020.85 0.0107195 0.483144
8385 2 -3013.77 0.008546 1.3128
8386 2 -3004.43 0.00957922 0.820298
8387 3 -3003.13 0.00406682 1.03519
8388 3 -2993.92 0.00220106 0.427079
8389 2 -2986.57 0.00261528 0.15037
8390 2 -2981.21 0.00208785 0.301743
8391 2 -2976.33 0.00147586 0.0159792
8392 2 -2974.55 0.000210743 0.284322
8393 2 -2975.06 0.000980694 0.328879
8394 2 -2976.35 0.00244505 0.487225
8395 2 -2989.39 0.00386505 0.49667
8396 2 -2995.74 0.00709051 0.0672267
8397 2 -3005.14 0.00437819 0.234935
8398 2 -2998.43 0.00458266 0.151364
8399 2 -2990.69 0.00377962 0.739308
8400 2 -2978.43 0.00304634 0.00390572
8401 2 -2982.13 0.0045103 0.457725
8402 2 -2981.46 0.0048493 0.177055
8403 2 -2981.78 0.00167522 0.439005
8404 2 -2997.47 0.00806042 0.163718
8405 2 -3001.02 0.0111635 0.0742197
8406 2 -3013.48 0.0144178 0.120268
8407 2 -3016.52 0.0175118 0.325412
8408 2 -3015.45 0.0203551 0.33362
8409 2 -3029.28 0.0344439 0.166433
8410 2 -3045.44 0.0259247 0.304196
8411 2 -3018.66 0.0265727 0.223266
8412 2 -3025.11 0.0127206 0.34986
8413 2 -3019.78 0.0127869 0.540246
8414 2 -3002.8 0.00858433 0.16865
8415 2 -3018.07 0.0107116 0.160337
8416 2 -3002.06 0.0188038 0.216263
8417 2 -3011.03 0.013006 0.207317
8418 2 -2998.95 0.0105718 0.098645
8419 2 -3015.36 0.0201455 0.240841
8420 2 -2999.95 0.0123641 0.186546
8421 3 -3036.08 0.0203626 1.04856
8422 2 -3014.81 0.0151458 0.0734906
8423 2 -3027.89 0.0133197 0.0575436
8424 2 -2999.13 0.0110258 0.448701
8425 2 -2995.94 0.00423992 0.145588
8426 2 -3001.17 0.00521219 0.633764
8427 2 -3017.8 0.00515971 0.454714
8428 2 -3040.44 0.0324238 0.307337
8429 2 -3058.34 0.0392901 0.0927343
8430 2 -3057.07 0.0151919 0.573818
8431 2 -3039.98 0.0317427 0.383871
8432 2 -3051.66 0.0285531 0.561198
8433 2 -3056.29 0.0252295 0.20463
8434 2 -3040.9 0.0246445 0.40978
8435 2 -3035.32 0.028155 0.452855
8436 2 -3028.77 0.0259471 0.0584141
8437 2 -3019.41 0.0161571 0.267401
8438 2 -3012.82 0.0153703 0.0258489
8439 2 -3029.95 0.0188851 0.166742
8440 2 -3023.45 0.0166018 0.253409
8441 2 -3006.37 0.00817077 0.45581
8442 2 -3025.32 0.0169337 0.300457
8443 2 -3019.07 0.0185217 0.215675
8444 2 -3044.44 0.0107643 0.172448
8445 2 -3017.91 0.0119483 0.29551
8446 2 -3001.17 0.0129141 0.25179
8447 2 -3011.67 0.0162084 0.160339
8448 2 -3033.82 0.0161377 0.713667
8449 2 -3014.72 0.00916937 0.0536931
8450 2 -3019.27 0.00899878 0.189936
8451 2 -3005.65 0.0158947 0.220558
8452 2 -3040.32 0.0289817 0.381071
8453 2 -3072.32 0.0290919 0.205203
8454 2 -3055.43 0.0357249 0.0856022
8455 2 -3069.06 0.0342834 0.22607
8456 2 -3105.63 0.0463572 0.458368
8457 2 -3085.54 0.0350717 0.229686
8458 2 -3105.42 0.0602947 0.0763964
8459 2 -3089.84 0.0687732 0.0718948
8460 2 -3089.47 0.0416776 0.171786
8461 2 -3074.44 0.0276182 0.151287
8462 2 -3061.29 0.0281987 0.302227
8463 2 -3049.61 0.0300855 0.449482
8464 2 -3044.05 0.0153275 0.103295
8465 2 -3044.92 0.0331051 0.0922147
8466 2 -3056.64 0.0265276 0.230745
8467 2 -3048.41 0.0113281 0.285678
8468 2 -3046.99 0.0216563 0.850459
8469 2 -3065.33 0.0463122 0.10238
8470 2 -3087.37 0.0602357 0.517245
8471 2 -3104.34 0.029963 0.190539
8472 2 -3082.55 0.0387545 0.218222
8473 2 -3063.54 0.0318597 0.476948
8474 2 -3059.68 0.0206243 0.393761
8475 2 -3061.82 0.0418835 0.246497
8476 2 -3077.23 0.0286907 0.0519796
8477 2 -3067.78 0.0367372 0.124747
8478 2 -3069.93 0.0251846 0.138966
8479 2 -3056.21 0.0246309 1.28354
8480 2 -3045.22 0.0226625 0.583827
8481 2 -3057.39 0.0223066 0.90001
8482 2 -3062.24 0.0214095 0.752521
8483 2 -3036.49 0.0186813 0.154836
8484 2 -3038.88 0.0217414 0.0233768
8485 2 -3023.69 0.014557 0.112904
8486 2 -3012.48 0.00803854 0.204204
8487 2 -3019.08 0.0100038 0.2408
8488 2 -3022.1 0.00668722 0.618004
8489 2 -3021.87 0.00695378 0.103307
8490 2 -3026.42 0.0127735 0.152935
8491 2 -3024.72 0.0209464 0.160922
8492 2 -3049.37 0.0244894 0.961928
8493 2 -3036.67 0.0306262 0.360065
8494 2 -3003.85 0.00922022 0.307633
8495 2 -2996.05 0.00919741 0.115615
8496 2 -2977.08 0.000577418 0.22533
8497 2 -2976.88 0.000260145 0.188512
8498 2 -2978.59 0.0014679 0.0206879
8499 2 -2977.47 0.000213286 0.41417
8500 2 -2977.55 0.000593991 0.0448434
8501 2 -2979.84 0.00634723 0.182682
8502 2 -2988.37 0.00636358 0.0529461
8503 2 -3002.85 0.00907926 0.340187
8504 2 -3003.4 0.00372141 0.0216097
8505 2 -3001 0.0130935 0.421896
8506 2 -2998.09 0.00825853 0.226715
8507 2 -3003.75 0.00280276 0.327651
8508 2 -3003.31 0.0127067 0.330385
8509 2 -3004.33 0.00749229 0.212808
8510 2 -2987.79 0.00127111 0.388745
8511 2 -2989.95 0.00494553 0.243792
8512 2 -2998.99 0.00342541 1.50381
8513 2 -2983.46 0.00202561 0.119471
8514 2 -2978.97 0.00328701 0.413349
8515 2 -2984.27 0.00548089 0.261725
8516 2 -2976.99 0.000206955 0.263792
8517 2 -2979.78 0.00105037 0.862731
8518 2 -2978.44 0.000665108 0.601146
8519 2 -2979.13 1.09707e-05 0.830408
8520 2 -2978.63 0.00305581 0.0538628
8521 2 -2984.14 0.00449793 0.29458
8522 2 -2985.23 0.00595567 0.47832
8523 2 -2993.82 0.0115203 0.330247
8524 2 -2996.95 0.00946774 0.110829
8525 2 -3008.34 0.0148101 0.236159
8526 2 -3040.53 0.0257117 0.333299
8527 2 -3042.77 0.0214581 0.533442
8528 2 -3034.67 0.0221641 0.525374
8529 2 -3051.75 0.029009 0.484535
8530 2 -3033.3 0.0225631 0.299562
8531 2 -3024.62 0.0171352 0.116295
8532 2 -3023.65 0.0151289 0.118619
8533 2 -3043.42 0.0247139 0.617011
8534 2 -3054.55 0.0259863 0.0130637
8535 2 -3061.28 0.043472 0.0928159
8536 2 -3137.36 0.0748141 0.28463
8537 2 -3165.06 0.0625518 0.274519
8538 2 -3149.33 0.0559723 0.800204
8539 2 -3142.09 0.0722299 0.560401
8540 2 -3119.55 0.0465684 0.0850511
8541 2 -3092.12 0.0547517 0.292665
8542 2 -3100.86 0.0441903 0.302733
8543 2 -3104.12 0.0555545 0.779692
8544 2 -3136.88 0.0606464 0.216906
8545 2 -3175.24 0.074302 0.266135
8546 2 -3127.27 0.0614871 0.203563
8547 2 -3141.88 0.0675543 0.143021
8548 2 -3122.37 0.0657574 0.0844549
8549 2 -3091.27 0.0472423 0.391023
8550 2 -3080.18 0.0324979 2.11084
8551 2 -3077.5 0.0292802 0.350771
8552 2 -3079.89 0.0321475 0.0548975
8553 2 -3057.09 0.0260491 0.199132
8554 2 -3054.65 0.0325667 0.365947
8555 2 -3062.06 0.0348892 0.254291
8556 2 -3069.28 0.0239537 0.18056
8557 2 -3079.27 0.048241 0.260052
8558 2 -3084.29 0.0444886 0.56663
8559 2 -3071.34 0.0383885 0.227801
8560 2 -3051.13 0.0472643 0.0449023
8561 2 -3065.52 0.0235459 0.78899
8562 2 -3072.18 0.0308592 0.0763376
8563 2 -3107.27 0.0548029 0.256963
8564 2 -3139.64 0.0714625 0.163604
8565 2 -3160.33 0.0650539 0.117784
8566 2 -3136.87 0.0671317 0.3272
8567 2 -3153.59 0.0886039 0.661627
8568 2 -3178.4 0.106165 0.182294
8569 2 -3196.08 0.0620179 0.14021
8570 2 -3187.64 0.0864726 0.0195483
8571 2 -3225.68 0.11469 0.402697
8572 2 -3204.64 0.127079 0.199479
8573 2 -3212.18 0.124616 0.215761
8574 2 -3247.25 0.118569 0.890081
8575 2 -3224.73 0.123037 0.588437
8576 2 -3216.32 0.0887589 0.153254
8577 2 -3226.06 0.0880383 0.398404
8578 2 -3221.18 0.102125 0.338307
8579 2 -3198.19 0.0603185 0.335245
8580 2 -3162.59 0.0760205 0.384466
8581 2 -3124.9 0.0612544 0.203572
8582 2 -3132.89 0.0719133 0.364357
8583 2 -3153.01 0.0654345 0.240097
8584 2 -3146.1 0.0640764 0.283618
8585 2 -3143.01 0.0544175 0.178679
8586 2 -3134.48 0.0507271 0.576141
8587 2 -3102.61 0.0514639 0.423767
8588 2 -3137.35 0.0847343 0.604507
8589 2 -3139.91 0.0499012 0.217579
8590 2 -3109.34 0.0551807 0.0369476
8591 2 -3114.26 0.0769694 0.124974
8592 2 -3178.69 0.109215 0.147527
8593 2 -3225.79 0.110235 0.0771219
8594 2 -3190.28 0.0749392 1.00115
8595 2 -3165.27 0.0802721 0.268489
8596 3 -3129.62 0.0732797 0.27582
8597 3 -3124.77 0.0600743 0.390826
8598 3 -3140.84 0.0580359 0.257764
8599 3 -3125.86 0.0522454 0.634207
8600 3 -3119.83 0.0480357 0.116759
8601 3 -3155.29 0.0673673 0.492186
8602 3 -3164.79 0.0681126 0.6828
8603 3 -3146.07 0.0457296 1.48181
8604 3 -3193.05 0.105571 0.338215
8605 3 -3186.74 0.0941446 0.318449
8606 3 -3210.45 0.102916 0.164945
8607 3 -3177.74 0.0658073 0.177944
8608 3 -3202.38 0.066133 0.311618
8609 3 -3191.26 0.0592856 0.864328
8610 4 -3201.37 0.095132 0.501156
8611 4 -3192.17 0.0879423 0.47863
8612 3 -3137.49 0.0666154 0.467603
8613 2 -3088.65 0.0405511 0.144523
8614 2 -3098.11 0.0321109 0.0589294
8615 2 -3061.44 0.0298974 0.134388
8616 2 -3053.16 0.0347576 0.439567
8617 2 -3037.35 0.0198128 0.311075
8618 2 -3057.88 0.0293228 0.0389433
8619 2 -3036.01 0.0216683 0.611626
8620 2 -2997.11 0.00515818 0.238389
8621 2 -3001.8 0.00731274 0.0727376
8622 2 -3003.34 0.0051762 0.106476
8623 2 -3004.31 0.010637 0.372955
8624 2 -3013.31 0.00940822 0.0704055
8625 2 -3022.31 0.0108651 0.174673
8626 2 -3029.4 0.0122216 0.227684
8627 2 -3029.79 0.00687352 0.499413
8628 2 -3048.27 0.022171 0.0900312
8629 2 -3037.67 0.0140755 0.0956973
8630 2 -3004.73 0.00372612 0.271594
8631 2 -3004.4 0.00322355 0.375613
8632 2 -3000.88 0.00679201 0.441293
8633 2 -3003.35 0.00895259 0.237028
8634 2 -3014.91 0.0212106 0.0131136
8635 2 -3040.54 0.0215968 0.111173
8636 2 -3038.62 0.0176443 0.6022
8637 2 -3035.79 0.0245436 0.638807
8638 2 -3058.33 0.0261401 0.451204
8639 2 -3047.53 0.018285 0.0711968
8640 2 -3055.84 0.0250238 0.106153
8641 2 -3080.36 0.0333764 0.161073
8642 2 -3093.9 0.0390271 0.280063
8643 2 -3101.52 0.0440091 0.522496
8644 2 -3123.67 0.0552808 0.29821
8645 2 -3111.46 0.0428749 0.248971
8646 2 -3143.49 0.0566963 0.105072
8647 2 -3125.21 0.0369721 0.220386
8648 2 -3115.09 0.0414112 0.473191
8649 2 -3097.43 0.0328503 0.326917
8650 2 -3097.14 0.0434935 0.203538
